# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1480025	1481107	+							THEYE_A1547	1083		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1480025	1481107	+	ACI21522.1			conserved protein			THEYE_A1547	1083	360	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1481102	1482325	-							THEYE_A1548	1224		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1481102	1482325	-	ACI20671.1			lipopolysaccharide heptosyltransferase III, putative			THEYE_A1548	1224	407	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1482304	1483407	-							THEYE_A1549	1104		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1482304	1483407	-	ACI20826.1			WabG			THEYE_A1549	1104	367	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1483407	1484195	-							THEYE_A1550	789		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1483407	1484195	-	ACI21743.1			xylanase/chitin deacetylase			THEYE_A1550	789	262	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1484197	1485105	-							THEYE_A1551	909		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1484197	1485105	-	ACI21037.1			conserved Crenarchaeal protein, putative			THEYE_A1551	909	302	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1485131	1487755	-							THEYE_A1552	2625		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1485131	1487755	-	ACI21719.1			polyA polymerase family protein			THEYE_A1552	2625	874	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1487756	1488736	-							THEYE_A1553	981		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1487756	1488736	-	ACI21497.1			conserved protein			THEYE_A1553	981	326	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1488866	1490059	-							THEYE_A1554	1194		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1488866	1490059	-	ACI20235.1			transposase, putative			THEYE_A1554	1194	397	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1490060	1490287	+							THEYE_A1555	228		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1490060	1490287	+	ACI20197.1			hypothetical protein			THEYE_A1555	228	75	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1490297	1491883	+							THEYE_A1556	1587		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1490297	1491883	+	ACI21584.1			L-lactate permease, putative			THEYE_A1556	1587	528	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1492127	1493503	+					radA		THEYE_A1557	1377		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1492127	1493503	+	ACI20955.1			DNA repair protein RadA	radA		THEYE_A1557	1377	458	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1493493	1494107	+							THEYE_A1558	615		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1493493	1494107	+	ACI21351.1			hypothetical protein			THEYE_A1558	615	204	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1494100	1494891	+					ksgA		THEYE_A1559	792		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1494100	1494891	+	ACI22180.1			dimethyladenosine transferase	ksgA		THEYE_A1559	792	263	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495024	1495398	+							THEYE_A1560	375		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495024	1495398	+	ACI20962.1			conserved hypothetical protein			THEYE_A1560	375	124	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495447	1495803	+							THEYE_A1561	357		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495447	1495803	+	ACI21862.1			hypothetical protein			THEYE_A1561	357	118	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495867	1496256	+							THEYE_A1562	390		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1495867	1496256	+	ACI21311.1			OB-fold nucleic acid binding domain protein			THEYE_A1562	390	129	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1496243	1496761	-							THEYE_A1563	519		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1496243	1496761	-	ACI20685.1			chemotaxis protein CheW			THEYE_A1563	519	172	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1497184	1498002	+							THEYE_A1564	819		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1497184	1498002	+	ACI20209.1			conserved hypothetical protein			THEYE_A1564	819	272	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1498019	1498645	+							THEYE_A1565	627		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1498019	1498645	+	ACI21330.1			transcriptional regulator, TetR family			THEYE_A1565	627	208	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1498715	1499860	+							THEYE_A1566	1146		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1498715	1499860	+	ACI20674.1			acriflavine resistance protein A			THEYE_A1566	1146	381	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1499860	1502991	+							THEYE_A1567	3132		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1499860	1502991	+	ACI20771.1			AcrB protein			THEYE_A1567	3132	1043	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1503042	1504439	+							THEYE_A1568	1398		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1503042	1504439	+	ACI21949.1			outer membrane protein OprM			THEYE_A1568	1398	465	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1504442	1505386	+							THEYE_A1569	945		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1504442	1505386	+	ACI21074.1			universal stress protein family			THEYE_A1569	945	314	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1505597	1505992	+							THEYE_A1570	396		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1505597	1505992	+	ACI21999.1			conserved hypothetical protein			THEYE_A1570	396	131	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1505995	1507119	-							THEYE_A1571	1125		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1505995	1507119	-	ACI20797.1			ABC-2 type transporter			THEYE_A1571	1125	374	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1507116	1508249	-							THEYE_A1572	1134		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1507116	1508249	-	ACI21922.1			ATPase component ABC-type multidrug transport system			THEYE_A1572	1134	377	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1508395	1508790	+							THEYE_A1573	396		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1508395	1508790	+	ACI21531.1			nucleotidyltransferase, putative			THEYE_A1573	396	131	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1508783	1509205	+							THEYE_A1574	423		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1508783	1509205	+	ACI21078.1			protein of unknown function			THEYE_A1574	423	140	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1509202	1510956	-							THEYE_A1575	1755		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1509202	1510956	-	ACI21953.1			ABC transporter ATP-binding component			THEYE_A1575	1755	584	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1511086	1512036	-							THEYE_A1576	951		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1511086	1512036	-	ACI22179.1			HlyD family secretion protein, putative			THEYE_A1576	951	316	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512116	1512487	+							THEYE_A1577	372		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512116	1512487	+	ACI21001.1			conserved hypothetical protein			THEYE_A1577	372	123	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512484	1512575	-							THEYE_A1578	92		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512484	1512575	-				tRNA-Ser			THEYE_A1578	92		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512614	1513642	+					trmU1		THEYE_A1579	1029		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1512614	1513642	+	ACI20617.1			tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	trmU1		THEYE_A1579	1029	342	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1513617	1514657	-					argC1		THEYE_A1580	1041		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1513617	1514657	-	ACI21359.1			N-acetyl-gamma-glutamyl-phosphate reductase	argC1		THEYE_A1580	1041	346	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1514659	1515045	-					rplI1		THEYE_A1581	387		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1514659	1515045	-	ACI21471.1			ribosomal protein S9	rplI1		THEYE_A1581	387	128	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1515063	1515494	-					rplM1		THEYE_A1582	432		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1515063	1515494	-	ACI21854.1			ribosomal protein L13	rplM1		THEYE_A1582	432	143	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1515642	1516382	-							THEYE_A1583	741		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1515642	1516382	-	ACI20711.1			metallo-beta-lactamase family protein			THEYE_A1583	741	246	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1516623	1517405	+							THEYE_A1584	783		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1516623	1517405	+	ACI21620.1			electron transfer flavoprotein beta-subunit			THEYE_A1584	783	260	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1517396	1518577	+							THEYE_A1585	1182		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1517396	1518577	+	ACI20430.1			electron transfer flavoprotein alpha-subunit			THEYE_A1585	1182	393	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1518574	1519491	+					fabD		THEYE_A1586	918		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1518574	1519491	+	ACI21381.1			malonyl CoA-acyl carrier protein transacylase	fabD		THEYE_A1586	918	305	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1519510	1520448	+					mdh1		THEYE_A1587	939		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1519510	1520448	+	ACI20402.1			malate dehydrogenase, NAD-dependent	mdh1		THEYE_A1587	939	312	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1520448	1520861	+							THEYE_A1588	414		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1520448	1520861	+	ACI21051.1			nucleoside diphosphate kinase			THEYE_A1588	414	137	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1520847	1521431	-							THEYE_A1589	585		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1520847	1521431	-	ACI22189.1			nudix hydrolase 3			THEYE_A1589	585	194	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1521561	1523384	-							THEYE_A1590	1824		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1521561	1523384	-	ACI21936.1			carbon starvation protein, CstA family			THEYE_A1590	1824	607	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1523741	1524514	-							THEYE_A1591	774		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1523741	1524514	-	ACI20855.1			sensory transduction protein LytT			THEYE_A1591	774	257	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1524489	1526195	-							THEYE_A1592	1707		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1524489	1526195	-	ACI22159.1			sensor protein LytS			THEYE_A1592	1707	568	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1526238	1526981	-							THEYE_A1593	744		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1526238	1526981	-	ACI21031.1			ABC-2 type transporter superfamily			THEYE_A1593	744	247	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1526978	1527829	-							THEYE_A1594	852		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1526978	1527829	-	ACI21718.1			ABC-type multidrug transport system, ATPase component			THEYE_A1594	852	283	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1527826	1529580	-							THEYE_A1595	1755		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1527826	1529580	-	ACI21593.1			ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent			THEYE_A1595	1755	584	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1529639	1529857	+							THEYE_A1596	219		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1529639	1529857	+	ACI22106.1			putative zinc-binding protein			THEYE_A1596	219	72	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1529811	1530614	+					dapB1		THEYE_A1597	804		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1529811	1530614	+	ACI20959.1			dihydrodipicolinate reductase	dapB1		THEYE_A1597	804	267	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1530640	1531125	-							THEYE_A1598	486		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1530640	1531125	-	ACI21286.1			rubrerythrin subfamily			THEYE_A1598	486	161	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1531140	1531301	-							THEYE_A1599	162		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1531140	1531301	-	ACI21151.1			rubredoxin			THEYE_A1599	162	53	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1531396	1533606	+							THEYE_A1600	2211		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1531396	1533606	+	ACI21574.1			penicillin-binding protein 1			THEYE_A1600	2211	736	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1533609	1534547	+					panE1		THEYE_A1601	939		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1533609	1534547	+	ACI20438.1			2-dehydropantoate 2-reductase	panE1		THEYE_A1601	939	312	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1534599	1536686	+							THEYE_A1602	2088		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1534599	1536686	+	ACI20838.1			acetyl-CoA synthetase			THEYE_A1602	2088	695	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1536710	1537765	+							THEYE_A1603	1056		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1536710	1537765	+	ACI21759.1			cobyrinic Acid a,c-diamide synthase family protein, putative			THEYE_A1603	1056	351	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1537762	1538637	+					argB1		THEYE_A1604	876		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1537762	1538637	+	ACI20299.1			acetylglutamate kinase	argB1		THEYE_A1604	876	291	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1538637	1539347	+							THEYE_A1605	711		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1538637	1539347	+	ACI21395.1			conserved hypothetical protein			THEYE_A1605	711	236	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1539385	1539762	+							THEYE_A1606	378		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1539385	1539762	+	ACI22133.1			conserved hypothetical protein			THEYE_A1606	378	125	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1539728	1540477	-							THEYE_A1607	750		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1539728	1540477	-	ACI20953.1			protein TonB, putative			THEYE_A1607	750	249	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1540482	1541618	-							THEYE_A1608	1137		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1540482	1541618	-	ACI21696.1			geranylgeranyl hydrogenase, putative			THEYE_A1608	1137	378	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1541624	1542064	-							THEYE_A1609	441		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1541624	1542064	-	ACI21870.1			universal stress protein family			THEYE_A1609	441	146	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1542074	1542835	-							THEYE_A1610	762		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1542074	1542835	-	ACI21414.1			transcriptional regulator			THEYE_A1610	762	253	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1542835	1543635	-							THEYE_A1611	801		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1542835	1543635	-	ACI20572.1			biotin-[acetyl-CoA-carboxylase] ligase			THEYE_A1611	801	266	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1543639	1544259	-							THEYE_A1612	621		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1543639	1544259	-	ACI21222.1			metal dependent hydrolase			THEYE_A1612	621	206	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1544357	1544436	+							THEYE_A1613	80		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1544357	1544436	+				tRNA-Pro			THEYE_A1613	80		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1544788	1546749	+							THEYE_A1614	1962		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1544788	1546749	+	ACI21149.1			hypothetical protein			THEYE_A1614	1962	653	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1546938	1548149	+							THEYE_A1615	1212		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1546938	1548149	+	ACI21122.1			pilin inverting protein, putative			THEYE_A1615	1212	403	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1548387	1549205	+							THEYE_A1616	819		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1548387	1549205	+	ACI21656.1			conserved hypothetical protein			THEYE_A1616	819	272	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1549222	1549848	+							THEYE_A1617	627		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1549222	1549848	+	ACI20867.1			transcriptional regulator, TetR family			THEYE_A1617	627	208	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1549918	1551063	+							THEYE_A1618	1146		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1549918	1551063	+	ACI21387.1			acriflavine resistance protein A			THEYE_A1618	1146	381	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1551063	1554194	+							THEYE_A1619	3132		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1551063	1554194	+	ACI20218.1			AcrB protein			THEYE_A1619	3132	1043	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1554245	1555642	+							THEYE_A1620	1398		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1554245	1555642	+	ACI21556.1			outer membrane protein OprM			THEYE_A1620	1398	465	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1555645	1556589	+							THEYE_A1621	945		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1555645	1556589	+	ACI20598.1			universal stress protein family			THEYE_A1621	945	314	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1556800	1557195	+							THEYE_A1622	396		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1556800	1557195	+	ACI21212.1			conserved hypothetical protein			THEYE_A1622	396	131	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1557198	1558322	-							THEYE_A1623	1125		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1557198	1558322	-	ACI20315.1			ABC-2 type transporter			THEYE_A1623	1125	374	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1558319	1559452	-							THEYE_A1624	1134		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1558319	1559452	-	ACI20968.1			ATPase component ABC-type multidrug transport system			THEYE_A1624	1134	377	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1559598	1559993	+							THEYE_A1625	396		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1559598	1559993	+	ACI21358.1			nucleotidyltransferase, putative			THEYE_A1625	396	131	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1559986	1560408	+							THEYE_A1626	423		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1559986	1560408	+	ACI21095.1			protein of unknown function			THEYE_A1626	423	140	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1560405	1562159	-							THEYE_A1627	1755		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1560405	1562159	-	ACI21969.1			ABC transporter ATP-binding component			THEYE_A1627	1755	584	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1562289	1563239	-							THEYE_A1628	951		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1562289	1563239	-	ACI20812.1			HlyD family secretion protein, putative			THEYE_A1628	951	316	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563319	1563690	+							THEYE_A1629	372		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563319	1563690	+	ACI21825.1			conserved hypothetical protein			THEYE_A1629	372	123	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563687	1563778	-							THEYE_A1630	92		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563687	1563778	-				tRNA-Ser			THEYE_A1630	92		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563817	1564845	+					trmU2		THEYE_A1631	1029		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1563817	1564845	+	ACI20450.1			tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	trmU2		THEYE_A1631	1029	342	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1564820	1565860	-					argC2		THEYE_A1632	1041		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1564820	1565860	-	ACI21604.1			N-acetyl-gamma-glutamyl-phosphate reductase	argC2		THEYE_A1632	1041	346	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1565862	1566248	-					rplI2		THEYE_A1633	387		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1565862	1566248	-	ACI21354.1			ribosomal protein S9	rplI2		THEYE_A1633	387	128	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1566266	1566697	-					rplM2		THEYE_A1634	432		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1566266	1566697	-	ACI20193.1			ribosomal protein L13	rplM2		THEYE_A1634	432	143	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1566845	1567585	-							THEYE_A1635	741		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1566845	1567585	-	ACI21867.1			metallo-beta-lactamase family protein			THEYE_A1635	741	246	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1567826	1568608	+							THEYE_A1636	783		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1567826	1568608	+	ACI21873.1			electron transfer flavoprotein beta-subunit			THEYE_A1636	783	260	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1568599	1569780	+							THEYE_A1637	1182		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1568599	1569780	+	ACI20759.1			electron transfer flavoprotein alpha-subunit			THEYE_A1637	1182	393	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1569777	1570694	+					fabD2		THEYE_A1638	918		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1569777	1570694	+	ACI21684.1			malonyl CoA-acyl carrier protein transacylase	fabD2		THEYE_A1638	918	305	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1570713	1571651	+					mdh2		THEYE_A1639	939		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1570713	1571651	+	ACI20302.1			malate dehydrogenase, NAD-dependent	mdh2		THEYE_A1639	939	312	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1571651	1572064	+							THEYE_A1640	414		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	1571651	1572064	+	ACI20504.1			nucleoside diphosphate kinase			THEYE_A1640	414	137	
