# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1519404	1521938	+						1445390	APE_RS08025	2535		old_locus_tag=APE2392,APE_2392.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1519404	1521938	+	WP_148679189.1	WP_148679189.1		GNAT family N-acetyltransferase		1445390	APE_RS08025	2535	844	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1521889	1522977	+						1445391	APE_RS08030	1089		old_locus_tag=APE2397,APE_2397
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1521889	1522977	+	WP_148679339.1	WP_148679339.1		threonylcarbamoyl-AMP synthase		1445391	APE_RS08030	1089	362	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1523001	1524383	-						1445392	APE_RS08035	1383		old_locus_tag=APE2400,APE_2400.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1523001	1524383	-	WP_010866983.1	WP_010866983.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase		1445392	APE_RS08035	1383	460	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1524465	1525100	-						1445393	APE_RS08040	636		old_locus_tag=APE2403,APE_2403.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1524465	1525100	-	WP_010866984.1	WP_010866984.1		hypothetical protein		1445393	APE_RS08040	636	211	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1525097	1525777	-						1445395	APE_RS08045	681		old_locus_tag=APE2406,APE_2406.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1525097	1525777	-	WP_010866985.1	WP_010866985.1		energy-coupling factor ABC transporter ATP-binding protein		1445395	APE_RS08045	681	226	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1525774	1526487	-						1445396	APE_RS08050	714		old_locus_tag=APE2408,APE_2408.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1525774	1526487	-	WP_010866986.1	WP_010866986.1		energy-coupling factor ABC transporter ATP-binding protein		1445396	APE_RS08050	714	237	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1526484	1526990	-						1445397	APE_RS08055	507		old_locus_tag=APE2409,APE_2409
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1526484	1526990	-	WP_148679192.1	WP_148679192.1		hypothetical protein		1445397	APE_RS08055	507	168	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1526944	1527498	-					thiW	1445399	APE_RS08060	555		old_locus_tag=APE2411,APE_2411.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1526944	1527498	-	WP_010866988.1	WP_010866988.1		energy coupling factor transporter S component ThiW	thiW	1445399	APE_RS08060	555	184	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1527910	1528260	+						1445401	APE_RS08065	351		old_locus_tag=APE2413,APE_2413
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1527910	1528260	+	WP_010866989.1	WP_010866989.1		winged helix-turn-helix transcriptional regulator		1445401	APE_RS08065	351	116	
gene	tRNA	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1528585	1528663	-						1445402	APE_RS08070	79		old_locus_tag=APE_tRNA46,APEtRNA46
tRNA		GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1528585	1528663	-				tRNA-Gly		1445402	APE_RS08070	79		anticodon=TCC
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1528778	1530205	-						1445403	APE_RS08075	1428		old_locus_tag=APE2414,APE_2414.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1528778	1530205	-	WP_010866990.1	WP_010866990.1		MATE family efflux transporter		1445403	APE_RS08075	1428	475	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1530316	1530723	+						1445404	APE_RS08080	408		old_locus_tag=APE2417,APE_2417.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1530316	1530723	+	WP_148679195.1	WP_148679195.1		hypothetical protein		1445404	APE_RS08080	408	135	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1530861	1531697	+						1445405	APE_RS08085	837		old_locus_tag=APE2418,APE_2418.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1530861	1531697	+	WP_148679340.1	WP_148679340.1		electron transfer flavoprotein subunit beta/FixA family protein		1445405	APE_RS08085	837	278	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1531704	1532822	+						1445406	APE_RS08090	1119		old_locus_tag=APE2419,APE_2419
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1531704	1532822	+	WP_010866993.1	WP_010866993.1		electron transfer flavoprotein subunit alpha/FixB family protein		1445406	APE_RS08090	1119	372	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1532843	1534153	+						1445407	APE_RS08095	1311		old_locus_tag=APE2421,APE_2421
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1532843	1534153	+	WP_010866994.1	WP_010866994.1		FAD-dependent oxidoreductase		1445407	APE_RS08095	1311	436	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1534231	1535379	+						1445408	APE_RS08100	1149		old_locus_tag=APE2423,APE_2423
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1534231	1535379	+	WP_010866995.1	WP_010866995.1		alanine--glyoxylate aminotransferase family protein		1445408	APE_RS08100	1149	382	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1535368	1536030	-						1445409	APE_RS08105	663		old_locus_tag=APE2424,APE_2424
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1535368	1536030	-	WP_010866996.1	WP_010866996.1		haloacid dehalogenase		1445409	APE_RS08105	663	220	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1536101	1537099	+						1445410	APE_RS08110	999		old_locus_tag=APE2425,APE_2425
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1536101	1537099	+	WP_148679197.1	WP_148679197.1		hypothetical protein		1445410	APE_RS08110	999	332	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1537096	1538280	-						1445411	APE_RS08115	1185		old_locus_tag=APE2426,APE_2426.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1537096	1538280	-	WP_148679198.1	WP_148679198.1		cation:proton antiporter		1445411	APE_RS08115	1185	394	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1538628	1539107	-						1445413	APE_RS08120	480		old_locus_tag=APE2430,APE_2430.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1538628	1539107	-	WP_010866999.1	WP_010866999.1		thioredoxin family protein		1445413	APE_RS08120	480	159	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1539175	1539741	+						4525249	APE_RS08125	567		old_locus_tag=APE2431,APE_2431.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1539175	1539741	+	WP_158298272.1	WP_158298272.1		hypothetical protein		4525249	APE_RS08125	567	188	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1539725	1541194	+						1445415	APE_RS08130	1470		old_locus_tag=APE2433,APE_2433.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1539725	1541194	+	WP_010867001.1	WP_010867001.1		phosphopentomutase/phosphoglucosamine mutase		1445415	APE_RS08130	1470	489	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1541139	1541906	-						1445416	APE_RS08135	768		old_locus_tag=APE2435,APE_2435
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1541139	1541906	-	WP_010867002.1	WP_010867002.1		DUF2208 family protein		1445416	APE_RS08135	768	255	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1542022	1543149	+						1445417	APE_RS08140	1128		old_locus_tag=APE2436,APE_2436
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1542022	1543149	+	WP_010867003.1	WP_010867003.1		amidohydrolase family protein		1445417	APE_RS08140	1128	375	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1543135	1543479	-						4525250	APE_RS08145	345		old_locus_tag=APE_2436a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1543135	1543479	-	WP_010867004.1	WP_010867004.1		SCP2 sterol-binding domain-containing protein		4525250	APE_RS08145	345	114	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1543645	1544352	+					deoC	1445418	APE_RS08150	708		old_locus_tag=APE2437,APE_2437.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1543645	1544352	+	WP_010867005.1	WP_010867005.1		deoxyribose-phosphate aldolase	deoC	1445418	APE_RS08150	708	235	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1544370	1545917	+						1445419	APE_RS08155	1548		old_locus_tag=APE2438,APE_2438
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1544370	1545917	+	WP_010867006.1	WP_010867006.1		dihydropteroate synthase-like protein		1445419	APE_RS08155	1548	515	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1545901	1546875	+					mvk	1445420	APE_RS08160	975		old_locus_tag=APE2439,APE_2439
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1545901	1546875	+	WP_010867007.1	WP_010867007.1		mevalonate kinase	mvk	1445420	APE_RS08160	975	324	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1546920	1548707	+						1445421	APE_RS08165	1788		old_locus_tag=APE2441,APE_2441.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1546920	1548707	+	WP_010867008.1	WP_010867008.1		S9 family peptidase		1445421	APE_RS08165	1788	595	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1548801	1549769	+						1445422	APE_RS08170	969		old_locus_tag=APE2443,APE_2443.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1548801	1549769	+	WP_010867009.1	WP_010867009.1		transcription initiation factor IIB family protein		1445422	APE_RS08170	969	322	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1549881	1550951	-						1445423	APE_RS08175	1071		old_locus_tag=APE2444,APE_2444
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1549881	1550951	-	WP_010867010.1	WP_010867010.1		hypothetical protein		1445423	APE_RS08175	1071	356	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1551618	1552715	+						1445425	APE_RS08180	1098		old_locus_tag=APE2446,APE_2446
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1551618	1552715	+	WP_010867011.1	WP_010867011.1		DUF711 family protein		1445425	APE_RS08180	1098	365	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1552739	1553167	-						1445426	APE_RS08185	429		old_locus_tag=APE2447,APE_2447
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1552739	1553167	-	WP_010867012.1	WP_010867012.1		hypothetical protein		1445426	APE_RS08185	429	142	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1553582	1554445	-						1445427	APE_RS08190	864		old_locus_tag=APE2448,APE_2448
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1553582	1554445	-	WP_010867013.1	WP_010867013.1		BtpA/SgcQ family protein		1445427	APE_RS08190	864	287	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1554449	1555927	-						1445428	APE_RS08195	1479		old_locus_tag=APE2450,APE_2450.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1554449	1555927	-	WP_010867014.1	WP_010867014.1		cytosol aminopeptidase		1445428	APE_RS08195	1479	492	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1556182	1557720	+					guaA	1445429	APE_RS08200	1539		old_locus_tag=APE2452,APE_2452
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1556182	1557720	+	WP_010867015.1	WP_010867015.1		glutamine-hydrolyzing GMP synthase	guaA	1445429	APE_RS08200	1539	512	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1557763	1558083	-						4525251	APE_RS08205	321		old_locus_tag=APE2454,APE_2454.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1557763	1558083	-	WP_148679203.1	WP_148679203.1		chromatin protein Cren7		4525251	APE_RS08205	321	106	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1558052	1558912	-						4525252	APE_RS08210	861		old_locus_tag=APE2455,APE_2455.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1558052	1558912	-	WP_010867017.1	WP_010867017.1		mechanosensitive ion channel family protein		4525252	APE_RS08210	861	286	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1558993	1559655	-						1445571	APE_RS08215	663		old_locus_tag=APE2456,APE_2456.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1558993	1559655	-	WP_010867018.1	WP_010867018.1		TrkA family potassium uptake protein		1445571	APE_RS08215	663	220	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1559755	1561053	+					eno	1445431	APE_RS08220	1299		old_locus_tag=APE2458,APE_2458
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1559755	1561053	+	WP_010867019.1	WP_010867019.1		phosphopyruvate hydratase	eno	1445431	APE_RS08220	1299	432	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561136	1561474	+						4525253	APE_RS08225	339		old_locus_tag=APE_2458a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561136	1561474	+	WP_010867020.1	WP_010867020.1		hypothetical protein		4525253	APE_RS08225	339	112	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561524	1561826	+						1445432	APE_RS08230	303		old_locus_tag=APE2460,APE_2460.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561524	1561826	+	WP_148679204.1	WP_148679204.1		ferredoxin family protein		1445432	APE_RS08230	303	100	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561896	1563014	+						1445433	APE_RS08235	1119		old_locus_tag=APE2461,APE_2461.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1561896	1563014	+	WP_010867022.1	WP_010867022.1		tryptophan--tRNA ligase		1445433	APE_RS08235	1119	372	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1563741	1564178	+						1445435	APE_RS08240	438		old_locus_tag=APE2462,APE_2462.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1563741	1564178	+	WP_010867023.1	WP_010867023.1		vitamin K epoxide reductase family protein		1445435	APE_RS08240	438	145	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1564322	1564648	+						1445436	APE_RS08245	327		old_locus_tag=APE2463,APE_2463.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1564322	1564648	+	WP_131160478.1	WP_131160478.1		hypothetical protein		1445436	APE_RS08245	327	108	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1564662	1565816	-						1445437	APE_RS08250	1155		old_locus_tag=APE2464,APE_2464.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1564662	1565816	-	WP_148679341.1	WP_148679341.1		KH domain-containing protein		1445437	APE_RS08250	1155	384	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1565922	1567277	+						1445438	APE_RS08255	1356		old_locus_tag=APE2465,APE_2465.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1565922	1567277	+	WP_010867026.1	WP_010867026.1		RsmB/NOP family class I SAM-dependent RNA methyltransferase		1445438	APE_RS08255	1356	451	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1567393	1568580	+						1445439	APE_RS08260	1188		old_locus_tag=APE2466,APE_2466
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1567393	1568580	+	WP_010867027.1	WP_010867027.1		MFS transporter		1445439	APE_RS08260	1188	395	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1568577	1568915	-						1445440	APE_RS08265	339		old_locus_tag=APE2467,APE_2467
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1568577	1568915	-	WP_148679205.1	WP_148679205.1		hypothetical protein		1445440	APE_RS08265	339	112	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1569000	1570676	+						1445441	APE_RS08270	1677		old_locus_tag=APE2468,APE_2468.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1569000	1570676	+	WP_148679206.1	WP_148679206.1		acyl CoA:acetate/3-ketoacid CoA transferase		1445441	APE_RS08270	1677	558	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1570742	1571038	+						1445442	APE_RS08275	297		old_locus_tag=APE2470,APE_2470
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1570742	1571038	+	WP_158298273.1	WP_158298273.1		30S ribosomal protein S25e		1445442	APE_RS08275	297	98	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1571101	1571976	+						1445443	APE_RS08280	876		old_locus_tag=APE2472,APE_2472.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1571101	1571976	+	WP_010867031.1	WP_010867031.1		hypothetical protein		1445443	APE_RS08280	876	291	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1571959	1572672	-						1445444	APE_RS08285	714		old_locus_tag=APE2473,APE_2473.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1571959	1572672	-	WP_010867032.1	WP_010867032.1		hypothetical protein		1445444	APE_RS08285	714	237	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1572859	1573110	-						4525289	APE_RS08290	252		old_locus_tag=APE_2473a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1572859	1573110	-	WP_010867033.1	WP_010867033.1		hypothetical protein		4525289	APE_RS08290	252	83	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1573146	1575359	-						1445445	APE_RS08295	2214		old_locus_tag=APE2474,APE_2474.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1573146	1575359	-	WP_010867034.1	WP_010867034.1		CDC48 family AAA ATPase		1445445	APE_RS08295	2214	737	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575490	1575651	-						43496832	APE_RS08835	162		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575490	1575651	-	WP_158298274.1	WP_158298274.1		hypothetical protein		43496832	APE_RS08835	162	53	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575653	1575925	-						1445446	APE_RS08300	273		old_locus_tag=APE2480,APE_2480.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575653	1575925	-	WP_010867035.1	WP_010867035.1		elongation factor 1-beta		1445446	APE_RS08300	273	90	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575939	1576145	-						1445572	APE_RS08305	207		old_locus_tag=APE_2480a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1575939	1576145	-	WP_010867036.1	WP_010867036.1		DUF1610 domain-containing protein		1445572	APE_RS08305	207	68	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1576185	1577354	-						1445447	APE_RS08310	1170		old_locus_tag=APE2481,APE_2481.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1576185	1577354	-	WP_010867037.1	WP_010867037.1		DUF1464 family protein		1445447	APE_RS08310	1170	389	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1577445	1577912	+						1445448	APE_RS08315	468		old_locus_tag=APE2484,APE_2484.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1577445	1577912	+	WP_010867038.1	WP_010867038.1		histidine phosphatase family protein		1445448	APE_RS08315	468	155	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1577921	1578475	+						1445449	APE_RS08320	555		old_locus_tag=APE2485,APE_2485.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1577921	1578475	+	WP_010867039.1	WP_010867039.1		stage II sporulation protein M		1445449	APE_RS08320	555	184	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1578465	1579274	+						1445450	APE_RS08325	810		old_locus_tag=APE2486,APE_2486.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1578465	1579274	+	WP_148679209.1	WP_148679209.1		tRNA (adenine-N1)-methyltransferase		1445450	APE_RS08325	810	269	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1579358	1579804	+						1445451	APE_RS08330	447		old_locus_tag=APE2489,APE_2489.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1579358	1579804	+	WP_010867041.1	WP_010867041.1		CBS domain-containing protein		1445451	APE_RS08330	447	148	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1579914	1580744	+						1445452	APE_RS08335	831		old_locus_tag=APE2490,APE_2490.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1579914	1580744	+	WP_010867042.1	WP_010867042.1		FTR1 family protein		1445452	APE_RS08335	831	276	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1580861	1581694	-						1445453	APE_RS08340	834		old_locus_tag=APE2491,APE_2491.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1580861	1581694	-	WP_010867043.1	WP_010867043.1		hypothetical protein		1445453	APE_RS08340	834	277	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1581850	1583487	-						1445454	APE_RS08345	1638		old_locus_tag=APE2493,APE_2493.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1581850	1583487	-	WP_148679211.1	WP_148679211.1		radical SAM protein		1445454	APE_RS08345	1638	545	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1583608	1584057	-						1445455	APE_RS08350	450		old_locus_tag=APE2495,APE_2495.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1583608	1584057	-	WP_010867045.1	WP_010867045.1		HIT family protein		1445455	APE_RS08350	450	149	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1584170	1584610	+						1445456	APE_RS08355	441		old_locus_tag=APE2496,APE_2496.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1584170	1584610	+	WP_148679212.1	WP_148679212.1		thioredoxin fold domain-containing protein		1445456	APE_RS08355	441	146	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1584634	1585233	+						1445457	APE_RS08360	600		old_locus_tag=APE2497,APE_2497
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1584634	1585233	+	WP_010867047.1	WP_010867047.1		MarC family protein		1445457	APE_RS08360	600	199	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1585302	1585706	+						1445458	APE_RS08365	405		old_locus_tag=APE2499,APE_2499.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1585302	1585706	+	WP_010867048.1	WP_010867048.1		thioesterase family protein		1445458	APE_RS08365	405	134	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1585809	1589351	+						1445459	APE_RS08370	3543		old_locus_tag=APE2500,APE_2500.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1585809	1589351	+	WP_010867049.1	WP_010867049.1		MMPL family transporter		1445459	APE_RS08370	3543	1180	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1589338	1590303	+						1445461	APE_RS08375	966		old_locus_tag=APE2502,APE_2502.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1589338	1590303	+	WP_010867050.1	WP_010867050.1		amidohydrolase		1445461	APE_RS08375	966	321	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1590404	1591156	+						1445462	APE_RS08380	753		old_locus_tag=APE2503,APE_2503.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1590404	1591156	+	WP_010867051.1	WP_010867051.1		SDR family oxidoreductase		1445462	APE_RS08380	753	250	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1591217	1591678	-						1445463	APE_RS08385	462		old_locus_tag=APE2505,APE_2505
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1591217	1591678	-	WP_010867052.1	WP_010867052.1		helix-turn-helix transcriptional regulator		1445463	APE_RS08385	462	153	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1591863	1592843	+						1445465	APE_RS08390	981		old_locus_tag=APE2507,APE_2507.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1591863	1592843	+	WP_148679342.1	WP_148679342.1		hydroxyacid dehydrogenase		1445465	APE_RS08390	981	326	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1592860	1594530	+						1445466	APE_RS08395	1671		old_locus_tag=APE2509,APE_2509
